#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1265: Lower Kachemak Creek, AK
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Snow Depth                  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           SNWD          Total snow depth                                                                                   
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  K      Estimate            Estimate
#  C      Correction          A different equation has been applied to the original sensor voltage
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#  M      Missing             Value is missing
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Lower Kachemak Creek (1265) 
# Alaska  SNOTEL Site - 1960 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Mar 12, 2026, 11:31:54 AM GMT-08:00
#
Date,Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF),Precipitation Accumulation (in) Start of Day Values,Snow Depth (in) Start of Day Values,Snow Water Equivalent (in) Start of Day Values
2018-01-08,27.3,37.8,24.4,26.8,27,
2018-01-09,24.1,26.1,21.0,26.8,26,
2018-01-10,24.1,29.3,22.1,26.8,26,
2018-01-11,30.6,34.7,27.5,26.8,27,
2018-01-12,32.9,38.3,30.6,26.9,25,
2018-01-13,33.4,36.9,30.6,27.4,31,
2018-01-14,33.4,35.8,32.0,28.2,33,
2018-01-15,32.0,41.9,28.8,28.4,34,
2018-01-16,34.7,39.7,30.2,28.4,34,
2018-01-17,31.6,33.8,29.1,29.2,33,
2018-01-18,27.9,33.4,24.4,29.8,38,
2018-01-19,26.2,29.8,22.6,29.9,38,
2018-01-20,16.5,23.4,11.8,29.9,37,
2018-01-21,10.0,12.4,7.9,29.9,36,
2018-01-22,15.3,22.8,9.7,29.9,37,
2018-01-23,15.4,17.6,9.7,29.9,37,
2018-01-24,7.0,15.4,1.4,30.0,37,
2018-01-25,0.9,8.6,-2.2,30.0,36,
2018-01-26,23.4,33.8,-0.8,30.0,33,
2018-01-27,21.6,32.0,17.4,30.2,35,
2018-01-28,18.7,27.1,10.8,30.3,36,
2018-01-29,11.1,20.5,7.7,30.3,36,
2018-01-30,10.4,16.0,7.0,30.3,36,
2018-01-31,16.9,30.6,7.7,30.3,36,
2018-02-01,17.2,27.3,10.4,30.4,38,
2018-02-02,17.1,26.4,9.0,30.4,37,
2018-02-03,22.8,25.5,18.7,30.4,38,
2018-02-04,25.3,34.7,20.1,30.4,38,
2018-02-05,28.9,31.6,25.9,30.4,38,
2018-02-06,26.8,30.6,24.1,30.5,37,
2018-02-07,23.4,30.2,19.0,30.7,40,
2018-02-08,26.1,39.7,17.8,30.7,39,
2018-02-09,27.7,29.7,24.4,30.7,39,
2018-02-10,29.8,31.8,27.7,30.7,38,
2018-02-11,32.0,34.7,29.7,30.7,37,
2018-02-12,32.4,38.8,28.9,30.8,38,
2018-02-13,30.2,34.7,27.9,30.9,38,
2018-02-14,30.4,34.9,26.4,31.0,38,
2018-02-15,28.0,33.8,21.9,31.0,38,
2018-02-16,26.8,32.7,21.2,31.0,37,
2018-02-17,33.1,41.5,23.7,31.0,37,
2018-02-18,32.5,39.2,25.9,31.0,37,
2018-02-19,30.9,44.6,23.5,31.0,37,
2018-02-20,33.1,41.0,28.8,31.0,37,
2018-02-21,38.1,46.6,30.2,31.0,37,
2018-02-22,30.2,38.1,24.4,31.0,37,
2018-02-23,22.1,29.1,18.1,31.4,37,
2018-02-24,23.0,28.9,18.3,31.5,37,
2018-02-25,23.0,27.9,18.3,31.6,38,
2018-02-26,23.4,31.3,11.3,31.7,38,
2018-02-27,16.0,22.8,11.7,31.7,37,
2018-02-28,10.8,15.3,7.3,31.7,37,
2018-03-01,16.5,28.9,6.8,31.7,36,
2018-03-02,27.1,32.9,23.7,31.7,36,
2018-03-03,27.3,31.6,23.5,31.8,36,
2018-03-04,23.0,30.9,18.7,31.8,37,
2018-03-05,24.4,31.8,19.6,31.8,36,
2018-03-06,25.0,28.9,20.5,31.8,37,
2018-03-07,20.8,27.3,15.6,31.9,36,
2018-03-08,26.4,31.3,22.5,31.9,37,
2018-03-09,25.3,31.6,22.1,32.5,49,
2018-03-10,25.7,31.8,21.7,33.0,56,
2018-03-11,22.3,27.5,19.0,33.1,59,
2018-03-12,28.0,34.7,23.4,33.1,57,
2018-03-13,30.6,42.4,23.5,33.2,59,
2018-03-14,28.4,34.2,23.0,33.2,57,
2018-03-15,28.8,34.3,20.3,33.2,56,
2018-03-16,34.2,40.3,30.2,33.3,56,
2018-03-17,30.9,41.0,27.0,33.3,56,
2018-03-18,31.5,40.3,27.7,33.3,55,
2018-03-19,29.3,33.6,24.4,33.3,54,
2018-03-20,26.1,30.6,23.4,33.4,54,
2018-03-21,22.5,27.1,19.0,33.4,53,
2018-03-22,20.8,28.6,11.7,33.4,53,
2018-03-23,27.0,38.8,18.7,33.4,53,
2018-03-24,26.6,33.3,20.5,33.4,52,
2018-03-25,27.3,30.7,23.9,33.4,52,
2018-03-26,28.0,33.1,25.9,33.5,52,
2018-03-27,29.8,37.6,25.3,33.5,52,
2018-03-28,29.1,32.5,24.4,33.5,52,
2018-03-29,25.9,30.4,22.1,33.5,51,
2018-03-30,25.5,31.8,19.6,33.5,51,
2018-03-31,26.2,35.4,19.9,33.5,51,
2018-04-01,32.5,41.9,24.4,33.5,51,
2018-04-02,28.8,35.8,20.8,33.5,50,
2018-04-03,25.2,33.3,20.3,33.5,50,
2018-04-04,24.1,30.0,19.8,33.5,50,
2018-04-05,28.8,34.7,24.4,33.8,57,
2018-04-06,30.2,42.6,23.5,33.9,57,
2018-04-07,34.5,43.7,29.1,33.9,56,
2018-04-08,39.9,48.7,31.5,33.9,54,
2018-04-09,37.2,41.5,34.9,33.9,52,
2018-04-10,36.7,42.6,33.8,33.9,50,
2018-04-11,36.0,41.7,32.9,34.2,48,
2018-04-12,37.6,51.1,32.7,34.3,46,
2018-04-13,38.3,47.8,32.0,34.3,45,
2018-04-14,39.6,44.4,35.1,34.3,44,
2018-04-15,39.0,45.7,34.2,34.3,42,
2018-04-16,34.5,38.5,31.3,34.3,42,
2018-04-17,32.5,37.4,30.0,34.3,41,
2018-04-18,32.2,34.9,29.7,34.4,41,
2018-04-19,35.8,43.5,30.6,34.7,44,
2018-04-20,34.5,42.4,30.4,34.7,41,
2018-04-21,32.0,34.7,29.3,34.7,41,
2018-04-22,34.9,39.0,31.5,35.1,44,
2018-04-23,35.8,39.4,33.1,35.2,42,
2018-04-24,33.6,42.4,31.6,35.4,41,
2018-04-25,34.3,38.5,30.7,36.5,45,
2018-04-26,33.1,42.6,29.5,36.9,46,
2018-04-27,32.2,40.5,28.9,37.0,46,
2018-04-28,32.9,36.9,28.9,37.2,46,
2018-04-29,35.4,40.3,32.5,37.2,46,
2018-04-30,36.1,43.2,33.1,37.2,45,
2018-05-01,33.1,35.8,30.4,37.2,44,
2018-05-02,33.1,40.6,29.1,37.2,44,
2018-05-03,33.1,40.5,29.7,37.3,43,
2018-05-04,32.7,37.4,30.0,37.5,42,
2018-05-05,32.9,36.3,29.1,39.0,52,
2018-05-06,33.6,41.0,28.8,39.5,54,
2018-05-07,33.8,40.5,27.7,39.6,53,
2018-05-08,38.1,43.5,33.4,39.6,51,
2018-05-09,40.1,43.7,34.9,39.7,48,
2018-05-10,37.0,40.3,33.6,39.8,45,
2018-05-11,35.6,40.3,31.8,40.5,43,
2018-05-12,35.2,37.8,32.0,40.9,43,
2018-05-13,36.7,43.5,31.3,41.2,42,
2018-05-14,38.3,44.4,33.6,41.2,41,
2018-05-15,33.4,38.3,31.3,41.2,40,
2018-05-16,35.6,38.8,32.9,41.4,41,
2018-05-17,37.9,43.7,34.3,41.4,39,
2018-05-18,40.6,47.7,36.1,41.4,38,
2018-05-19,36.9,39.0,34.7,41.7,36,
2018-05-20,40.1,45.7,35.8,42.6,34,
2018-05-21,39.9,46.2,35.8,42.6,32,
2018-05-22,41.2,48.7,35.2,42.6,30,
2018-05-23,39.6,48.7,35.1,42.6,27,
2018-05-24,38.8,44.6,35.1,42.7,25,
2018-05-25,39.2,45.9,34.5,42.7,23,
2018-05-26,41.2,48.7,34.9,42.7,22,
2018-05-27,46.6,56.1,38.5,42.7,18,
2018-05-28,44.2,53.6,37.6,42.7,15,
2018-05-29,37.8,40.1,35.2,42.7,11,
2018-05-30,39.4,45.3,35.8,42.7,9,
2018-05-31,39.6,47.7,35.4,42.7,6,
2018-06-01,45.5,56.5,36.0,42.7,3,
2018-06-02,51.3,60.1,41.9,42.7,0,
2018-06-03,44.6,53.1,38.5,42.7,0,
2018-06-04,42.8,48.2,39.9,42.7,0,
2018-06-05,41.7,50.4,37.9,42.7,0,
2018-06-06,43.9,54.5,35.4,42.7,0,
2018-06-07,46.6,54.5,41.2,42.7,0,
2018-06-08,49.3,58.6,39.7,42.7,0,
2018-06-09,51.3,57.6,40.6,42.7,0,
2018-06-10,55.4,63.0,47.1,42.7,0,
2018-06-11,47.5,54.1,41.0,42.7,0,
2018-06-12,43.3,48.6,39.0,42.8,0,
2018-06-13,50.5,59.2,40.3,42.8,0,
2018-06-14,56.1,64.4,48.2,42.8,0,
2018-06-15,43.5,52.7,41.0,42.8,0,
2018-06-16,44.8,48.6,42.6,43.7,0,
2018-06-17,45.7,50.2,41.7,43.9,0,
2018-06-18,45.9,49.8,42.1,44.3,0,
2018-06-19,45.7,48.7,42.3,46.2,0,
2018-06-20,49.6,56.3,44.4,46.2,0,
2018-06-21,48.2,51.8,43.9,46.2,0,
2018-06-22,44.2,49.6,40.6,46.2,0,
2018-06-23,42.8,46.8,39.4,46.2,0,
2018-06-24,46.6,52.3,39.6,46.2,0,
2018-06-25,47.5,57.4,39.9,46.2,0,
2018-06-26,43.9,47.1,40.3,46.2,0,
2018-06-27,45.3,48.2,42.4,46.2,0,
2018-06-28,46.0,48.7,43.9,46.2,0,
2018-06-29,45.7,50.2,41.7,46.2,0,
2018-06-30,46.2,53.6,39.6,46.3,0,
2018-07-01,55.4,65.3,43.7,46.3,0,
2018-07-02,59.7,67.3,51.3,46.3,0,
2018-07-03,63.9,71.6,54.7,46.3,0,
2018-07-04,63.0,70.9,53.4,46.3,0,
2018-07-05,57.7,66.0,49.1,46.3,0,
2018-07-06,61.0,71.4,52.3,46.3,0,
2018-07-07,54.3,60.3,48.4,46.3,0,
2018-07-08,47.7,51.3,46.0,46.4,0,
2018-07-09,45.3,48.4,42.4,46.7,0,
2018-07-10,45.5,50.4,42.8,47.3,0,
2018-07-11,45.9,50.7,42.8,47.7,0,
2018-07-12,48.6,54.7,43.9,47.7,0,
2018-07-13,44.4,46.2,42.4,47.7,0,
2018-07-14,46.4,50.2,41.4,47.9,0,
2018-07-15,46.0,52.5,39.9,48.0,0,
2018-07-16,48.9,55.0,45.9,48.0,0,
2018-07-17,50.4,57.9,44.6,48.1,0,
2018-07-18,55.6,65.1,46.9,48.1,0,
2018-07-19,52.7,58.3,47.8,48.1,0,
2018-07-20,54.5,63.7,45.0,48.1,0,
2018-07-21,56.3,64.4,49.8,48.1,0,
2018-07-22,50.9,58.6,46.6,48.1,0,
2018-07-23,50.5,54.1,47.8,48.1,0,
2018-07-24,51.3,54.5,49.1,48.1,0,
2018-07-25,53.1,57.0,50.9,48.1,0,
2018-07-26,51.4,54.3,49.3,48.1,0,
2018-07-27,50.5,57.2,45.7,48.1,0,
2018-07-28,50.7,57.2,45.7,48.1,0,
2018-07-29,53.4,59.4,49.6,48.1,0,
2018-07-30,56.3,64.9,50.5,48.1,0,
2018-07-31,57.9,68.7,50.4,48.1,0,
2018-08-01,53.4,59.5,48.6,48.1,0,
2018-08-02,47.8,51.3,46.6,48.1,0,
2018-08-03,54.1,63.9,45.9,48.5,0,
2018-08-04,56.3,64.2,51.1,48.5,0,
2018-08-05,54.9,61.2,50.5,48.5,0,
2018-08-06,56.7,63.3,50.7,48.5,0,
2018-08-07,53.2,58.6,47.5,48.8,0,
2018-08-08,50.7,57.7,46.2,48.8,0,
2018-08-09,51.4,58.5,46.4,48.8,0,
2018-08-10,50.4,60.1,45.5,48.8,0,
2018-08-11,49.3,57.9,46.2,49.0,0,
2018-08-12,50.9,56.3,47.7,49.3,0,
2018-08-13,48.0,54.1,44.2,49.7,0,
2018-08-14,45.5,46.8,43.9,49.7,0,
2018-08-15,45.7,53.2,40.6,49.8,0,
2018-08-16,46.2,55.6,39.9,49.8,0,
2018-08-17,45.7,50.7,40.5,49.8,0,
2018-08-18,47.7,52.0,43.5,49.8,0,
2018-08-19,51.4,54.3,49.1,49.8,0,
2018-08-20,52.3,55.4,48.2,50.4,0,
2018-08-21,49.6,54.0,46.6,50.4,0,
2018-08-22,50.5,57.4,45.7,50.4,0,
2018-08-23,47.8,50.7,45.5,50.4,0,
2018-08-24,48.2,54.0,44.6,50.7,0,
2018-08-25,47.7,49.1,45.9,50.7,0,
2018-08-26,49.1,53.6,45.9,50.8,0,
2018-08-27,47.8,51.8,45.9,51.0,0,
2018-08-28,52.2,59.2,46.8,51.2,0,
2018-08-29,52.0,63.0,42.8,51.2,0,
2018-08-30,46.6,50.9,42.8,51.2,0,
2018-08-31,46.0,52.0,41.9,51.2,0,
2018-09-01,47.8,55.6,41.0,51.2,0,
2018-09-02,50.5,59.4,43.5,51.2,0,
2018-09-03,50.5,60.8,43.5,51.2,0,
2018-09-04,51.3,60.4,44.8,51.2,0,
2018-09-05,49.8,58.6,42.8,51.2,0,
2018-09-06,51.4,59.4,47.5,51.2,0,
2018-09-07,48.6,53.2,44.6,51.2,0,
2018-09-08,50.2,57.7,42.6,51.2,0,
2018-09-09,51.8,61.7,45.5,51.2,0,
2018-09-10,52.9,62.4,45.7,51.2,0,
2018-09-11,58.6,63.9,52.9,51.2,0,
2018-09-12,57.9,66.9,51.4,51.2,0,
2018-09-13,56.8,64.2,50.9,51.2,0,
2018-09-14,56.3,64.6,50.2,51.3,0,
2018-09-15,47.1,51.3,42.6,51.3,0,
2018-09-16,46.9,50.0,44.8,51.3,0,
2018-09-17,46.8,51.3,44.6,51.6,0,
2018-09-18,47.5,55.0,43.3,51.6,0,
2018-09-19,47.7,54.3,42.4,51.6,0,
2018-09-20,46.0,53.6,40.6,51.6,0,
2018-09-21,45.7,53.6,42.1,51.6,0,
2018-09-22,46.0,50.5,43.5,51.7,0,
2018-09-23,45.0,52.2,41.4,51.9,0,
2018-09-24,47.1,52.0,41.5,51.9,0,
2018-09-25,44.4,52.2,38.8,53.6,0,
2018-09-26,43.9,49.6,38.1,53.6,0,
2018-09-27,42.8,47.1,39.4,53.6,0,
2018-09-28,48.6,56.3,43.3,55.4,0,
2018-09-29,50.2,59.9,41.9,55.4,0,
2018-09-30,49.8,59.2,42.6,55.4,0,
2018-10-01,46.6,55.0,41.4,0.0,0,
2018-10-02,43.9,46.2,42.3,0.0,0,
2018-10-03,42.8,46.2,39.6,0.2,0,
2018-10-04,43.7,46.6,41.7,0.8,0,
2018-10-05,43.5,50.0,40.6,1.3,0,
2018-10-06,43.3,48.9,40.5,1.3,0,
2018-10-07,42.8,46.6,41.0,1.3,0,
2018-10-08,45.5,52.7,39.0,1.4,0,
2018-10-09,44.2,48.6,40.5,1.4,0,
2018-10-10,43.5,47.7,39.0,1.5,0,
2018-10-11,41.7,49.8,36.3,2.2,0,
2018-10-12,43.7,46.6,41.4,2.3,0,
2018-10-13,39.7,46.6,32.5,6.2,0,
2018-10-14,40.3,44.6,37.9,7.7,0,
2018-10-15,45.7,50.5,41.4,7.8,0,
2018-10-16,42.6,45.0,39.6,9.5,0,
2018-10-17,41.4,43.5,38.3,11.1,0,
2018-10-18,39.6,42.8,37.4,11.6,0,
2018-10-19,36.3,39.9,31.6,12.4,0,
2018-10-20,39.4,43.2,37.4,12.9,0,
2018-10-21,39.7,41.9,37.4,14.3,0,
2018-10-22,41.4,47.7,38.8,16.2,0,
2018-10-23,36.3,41.5,32.2,16.3,0,
2018-10-24,39.4,42.6,36.9,17.7,0,
2018-10-25,38.3,44.8,35.1,17.9,0,
2018-10-26,39.2,41.0,36.7,18.2,0,
2018-10-27,37.8,41.4,35.6,18.8,0,
2018-10-28,31.3,37.4,25.0,19.2,0,
2018-10-29,24.4,31.6,20.7,19.3,0,
2018-10-30,31.3,36.9,21.6,19.6,0,
2018-10-31,31.3,37.9,26.8,19.6,0,
2018-11-01,28.4,34.5,23.9,19.6,0,
2018-11-02,32.7,37.6,27.9,19.6,0,
2018-11-03,35.6,40.6,31.3,19.6,0,
2018-11-04,29.5,35.6,25.3,19.6,0,
2018-11-05,30.7,36.3,24.4,19.6,0,
2018-11-06,34.2,37.0,29.8,19.6,0,
2018-11-07,33.6,38.3,26.4,19.6,0,
2018-11-08,28.9,33.8,26.1,19.6,0,
2018-11-09,32.9,35.8,27.3,19.6,0,
2018-11-10,32.5,41.2,26.6,19.6,0,
2018-11-11,42.4,47.7,36.3,19.9,0,
2018-11-12,42.4,45.7,37.6,20.7,0,
2018-11-13,36.0,39.7,33.4,23.5,0,
2018-11-14,35.6,41.0,33.1,23.5,0,
2018-11-15,37.8,45.3,33.4,23.5,0,
2018-11-16,38.8,42.6,36.7,23.5,0,
2018-11-17,39.6,42.1,37.0,23.8,0,
2018-11-18,40.3,42.4,39.0,23.9,0,
2018-11-19,36.3,39.6,33.8,25.8,0,
2018-11-20,32.5,34.5,29.7,26.6,0,
2018-11-21,29.1,32.5,23.5,26.6,0,
2018-11-22,25.3,39.0,20.8,26.8,4,
2018-11-23,29.3,32.4,24.4,26.8,4,
2018-11-24,30.7,35.4,24.4,27.2,2,
2018-11-25,36.7,40.5,24.4,27.6,6,
2018-11-26,37.6,39.7,34.9,29.1,3,
2018-11-27,37.8,39.4,33.6,29.5,2,
2018-11-28,25.5,33.6,21.7,30.6,0,
2018-11-29,23.2,27.3,19.0,30.6,1,
2018-11-30,30.0,35.2,25.9,30.7,1,
2018-12-01,35.4,38.8,30.9,31.0,0,
2018-12-02,33.8,37.8,31.3,31.5,0,
2018-12-03,29.3,33.1,25.3,32.3,1,
2018-12-04,34.9,38.5,29.3,32.3,0,
2018-12-05,34.9,37.4,32.9,32.7,4,
2018-12-06,33.1,35.4,30.6,32.7,4,
2018-12-07,35.6,40.3,31.6,32.9,4,
2018-12-08,26.2,32.4,16.2,35.8,3,
2018-12-09,22.8,31.3,16.7,36.0,8,
2018-12-10,30.6,33.1,27.9,36.3,6,
2018-12-11,23.5,29.7,17.1,36.4,6,
2018-12-12,15.6,17.1,13.8,36.4,6,
2018-12-13,14.7,19.0,12.9,36.4,6,
2018-12-14,22.3,32.2,16.7,36.4,6,
2018-12-15,29.8,32.4,26.4,37.2,16,
2018-12-16,19.6,29.1,16.9,37.8,18,
2018-12-17,17.1,20.5,15.1,37.8,18,
2018-12-18,17.4,19.0,15.1,37.8,15,
2018-12-19,13.3,18.0,8.6,37.8,15,
2018-12-20,14.5,20.8,10.0,38.0,16,
2018-12-21,29.5,35.2,19.9,38.0,16,
2018-12-22,32.7,36.7,30.9,38.4,16,
2018-12-23,30.0,33.4,25.0,38.9,20,
2018-12-24,27.9,34.5,24.1,38.9,20,
2018-12-25,32.0,33.6,29.8,39.0,21,
2018-12-26,32.2,33.6,29.1,39.0,20,
2018-12-27,28.8,31.6,25.2,39.1,21,
2018-12-28,29.3,32.9,24.4,39.2,20,
2018-12-29,18.1,30.6,9.7,39.3,24,
2018-12-30,30.0,34.2,20.7,39.4,25,
2018-12-31,31.8,33.6,29.7,39.8,30,
2019-01-01,31.8,33.6,29.7,40.4,30,
2019-01-02,23.7,31.8,17.6,41.2,37,
2019-01-03,21.6,28.9,17.4,41.3,32,
2019-01-04,23.5,32.5,20.5,41.5,32,
2019-01-05,16.3,23.4,12.0,41.5,31,
2019-01-06,10.9,14.4,8.1,41.5,31,
2019-01-07,16.9,23.2,12.2,41.5,31,
2019-01-08,23.9,25.7,20.8,41.5,31,
2019-01-09,20.1,26.1,10.9,41.5,30,
2019-01-10,12.2,18.7,7.9,41.5,30,
2019-01-11,13.3,25.2,6.8,41.5,30,
2019-01-12,28.9,35.1,24.4,41.5,30,
2019-01-13,32.4,34.7,31.6,41.6,30,
2019-01-14,34.2,35.2,32.5,42.1,34,
2019-01-15,34.9,39.7,30.6,42.2,33,
2019-01-16,37.4,40.5,34.5,42.2,33,
2019-01-17,34.3,41.4,30.6,42.3,31,
2019-01-18,30.2,39.6,26.1,42.3,31,
2019-01-19,20.8,27.7,13.5,42.3,31,
2019-01-20,21.6,27.9,13.8,42.3,30,
2019-01-21,29.8,32.0,27.0,42.3,30,
2019-01-22,33.6,36.9,30.6,42.3,30,
2019-01-23,35.6,38.8,32.7,42.8,32,
2019-01-24,34.2,38.5,31.3,43.3,31,
2019-01-25,32.2,39.4,27.7,43.6,32,
2019-01-26,30.9,35.1,26.6,43.9,40,
2019-01-27,32.4,34.9,31.3,43.9,39,
2019-01-28,34.3,36.1,32.0,43.9,38,
2019-01-29,31.5,35.1,28.8,44.0,38,
2019-01-30,28.6,36.1,25.0,44.7,38,
2019-01-31,23.5,28.4,17.8,45.0,42,
2019-02-01,25.2,28.9,17.6,45.0,42,
2019-02-02,27.0,30.0,23.9,45.0,42,
2019-02-03,30.7,33.6,27.9,45.1,41,
2019-02-04,31.3,38.1,27.7,45.2,41,
2019-02-05,31.6,33.8,28.0,45.2,42,
2019-02-06,31.6,41.7,25.5,45.2,42,
2019-02-07,33.8,37.4,29.8,45.2,41,
2019-02-08,31.8,39.4,27.1,45.2,41,
2019-02-09,29.8,40.3,26.4,45.2,41,
2019-02-10,32.2,36.9,28.9,45.2,40,
2019-02-11,30.2,39.0,25.2,45.2,41,
2019-02-12,27.9,36.3,23.2,45.2,41,
2019-02-13,17.8,23.2,12.4,45.2,40,
2019-02-14,13.8,23.4,7.2,45.2,36,
2019-02-15,16.2,26.8,7.3,45.2,36,
2019-02-16,27.3,31.3,23.9,45.2,36,
2019-02-17,30.9,33.1,26.4,45.5,37,
2019-02-18,30.2,36.3,27.0,45.8,40,
2019-02-19,24.1,29.3,16.9,45.9,41,
2019-02-20,26.8,30.0,17.6,46.0,40,
2019-02-21,23.0,28.9,15.1,46.1,40,
2019-02-22,24.1,29.5,20.1,46.1,40,
2019-02-23,29.1,39.0,24.4,46.1,39,
2019-02-24,27.9,37.9,23.0,46.1,39,
2019-02-25,26.8,38.8,22.5,46.1,39,
2019-02-26,27.7,43.3,22.5,46.1,39,
2019-02-27,25.0,32.2,21.6,46.1,39,
2019-02-28,37.8,59.0,23.9,46.1,39,
2019-03-01,30.6,46.8,23.2,46.1,39,
2019-03-02,28.8,35.8,24.4,46.1,39,
2019-03-03,29.3,39.0,25.3,46.1,38,
2019-03-04,27.7,34.7,23.5,46.1,38,
2019-03-05,30.9,32.5,28.6,46.1,38,
2019-03-06,31.3,37.2,28.9,46.1,38,
2019-03-07,30.9,34.7,28.4,46.1,38,
2019-03-08,30.9,32.4,29.3,46.4,40,
2019-03-09,30.0,32.0,28.0,47.0,54,
2019-03-10,32.9,36.1,30.6,47.4,58,
2019-03-11,28.9,32.9,24.1,47.8,56,
2019-03-12,27.9,33.1,21.6,47.9,53,
2019-03-13,30.6,33.6,28.6,48.2,54,
2019-03-14,32.2,43.3,28.4,48.8,62,
2019-03-15,32.0,35.4,27.7,49.2,60,
2019-03-16,33.6,37.0,31.6,49.6,63,
2019-03-17,35.4,41.2,32.0,50.2,62,
2019-03-18,33.8,36.3,27.3,50.9,59,
2019-03-19,28.8,35.6,25.0,51.3,58,
2019-03-20,37.0,43.3,26.6,51.3,57,
2019-03-21,34.2,37.2,32.0,52.2,54,
2019-03-22,35.4,39.0,32.2,52.6,54,
2019-03-23,35.1,38.3,32.4,53.5,54,
2019-03-24,35.4,39.9,32.7,53.7,54,
2019-03-25,34.3,39.4,32.0,53.9,52,
2019-03-26,36.0,41.2,31.6,53.9,51,
2019-03-27,39.0,45.7,32.9,53.9,50,
2019-03-28,35.2,41.4,31.8,53.9,49,
2019-03-29,35.6,44.4,30.2,53.9,48,
2019-03-30,37.0,45.7,30.0,53.9,47,
2019-03-31,40.6,50.4,34.9,53.9,47,
2019-04-01,39.4,47.5,32.5,53.9,45,
2019-04-02,37.6,49.1,30.2,53.9,44,
2019-04-03,34.2,41.0,28.9,53.9,44,
2019-04-04,33.4,40.5,29.1,53.9,44,
2019-04-05,34.7,39.4,30.2,53.9,42,
2019-04-06,34.9,38.5,31.3,53.9,43,
2019-04-07,38.3,46.6,35.1,54.3,43,
2019-04-08,36.9,42.1,33.4,54.3,42,
2019-04-09,34.3,40.6,30.6,54.4,40,
2019-04-10,35.1,39.0,32.4,54.4,40,
2019-04-11,33.4,37.2,31.3,54.5,39,
2019-04-12,34.2,40.5,30.7,54.9,40,
2019-04-13,35.1,41.9,29.8,55.0,40,
2019-04-14,33.1,40.3,29.7,55.0,38,
2019-04-15,35.4,42.3,29.7,55.0,38,
2019-04-16,34.9,45.3,30.4,55.0,37,
2019-04-17,29.8,38.3,26.1,55.0,37,
2019-04-18,26.6,31.8,23.4,55.1,37,
2019-04-19,27.3,34.3,22.8,55.1,37,
2019-04-20,28.0,34.7,20.1,55.5,39,
2019-04-21,30.6,37.8,24.4,55.7,40,
2019-04-22,25.2,30.6,21.4,56.2,43,
2019-04-23,23.5,28.8,19.8,56.2,41,
2019-04-24,27.0,35.4,20.7,56.2,40,
2019-04-25,32.5,41.7,27.1,56.6,44,
2019-04-26,35.8,43.9,29.1,56.7,42,
2019-04-27,36.9,45.3,30.6,56.7,41,
2019-04-28,34.7,39.0,32.7,56.7,39,
2019-04-29,37.2,41.5,33.3,56.7,38,
2019-04-30,41.0,51.4,36.0,56.7,38,
2019-05-01,43.9,54.3,37.8,56.7,35,
2019-05-02,40.1,48.6,33.8,56.7,34,
2019-05-03,34.5,39.0,31.3,56.7,32,
