Date,Snow Water Equivalent (in) Start of Day Values,Snow Depth (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF)
2010-09-28,,0,72.4,38.1,41.4,31.8
2010-09-29,,0,72.4,43.0,45.3,39.4
2010-09-30,,0,73.7,43.3,45.0,39.9
2010-10-01,,0,0.0,44.2,50.4,39.0
2010-10-02,,0,4.2,42.4,46.0,38.8
2010-10-03,,0,6.8,37.9,47.5,31.8
2010-10-04,,1,9.5,36.1,40.5,32.7
2010-10-05,,0,9.9,39.4,44.6,33.6
2010-10-06,,0,10.2,37.2,43.3,33.1
2010-10-07,,0,10.3,35.8,40.3,28.9
2010-10-08,,0,10.5,34.0,42.1,26.4
2010-10-09,,0,10.5,37.2,43.0,27.9
2010-10-10,,0,10.5,35.2,43.3,28.0
2010-10-11,,0,10.5,32.9,39.6,26.8
2010-10-12,,0,10.5,34.2,39.2,25.3
2010-10-13,,0,10.5,35.2,38.8,31.6
2010-10-14,,0,10.5,34.2,39.4,28.6
2010-10-15,,0,10.5,34.7,40.3,29.7
2010-10-16,,0,10.5,35.8,38.5,33.6
2010-10-17,,0,11.1,39.6,44.2,35.1
2010-10-18,,0,11.1,37.9,40.5,35.2
2010-10-19,,0,12.1,36.7,40.1,32.9
2010-10-20,,0,13.3,36.0,39.0,33.1
2010-10-21,,0,14.7,36.3,41.2,32.2
2010-10-22,,0,17.5,34.5,37.8,32.2
2010-10-23,,0,19.2,35.6,41.2,32.4
2010-10-24,,0,19.5,36.3,40.8,32.5
2010-10-25,,0,19.8,34.7,38.1,29.7
2010-10-26,,0,20.1,32.4,34.9,29.8
2010-10-27,,1,20.5,34.2,36.5,31.8
2010-10-28,,3,21.1,32.9,36.1,31.6
2010-10-29,,6,21.6,31.5,34.9,26.1
2010-10-30,,7,21.6,27.9,32.2,21.0
2010-10-31,,7,21.6,30.7,38.3,26.2
2010-11-01,,7,21.6,33.1,37.6,29.1
2010-11-02,,9,22.3,33.6,36.0,30.6
2010-11-03,,10,22.6,32.2,34.9,30.2
2010-11-04,,15,22.9,29.7,32.4,27.7
2010-11-05,,14,23.6,30.7,34.3,27.0
2010-11-06,,13,23.6,30.2,32.2,28.6
2010-11-07,,16,23.9,29.1,30.9,26.4
2010-11-08,,18,24.1,25.5,28.8,19.0
2010-11-09,,16,24.2,18.1,31.6,11.5
2010-11-10,,16,24.2,30.6,39.9,15.1
2010-11-11,,15,24.2,35.1,40.6,31.5
2010-11-12,,13,24.2,34.0,36.9,29.1
2010-11-13,,13,25.0,31.5,34.9,28.2
2010-11-14,,13,25.1,31.1,34.5,25.0
2010-11-15,,14,25.2,22.8,30.9,15.3
2010-11-16,,12,25.2,17.1,21.0,13.8
2010-11-17,,12,25.2,28.8,36.1,17.4
2010-11-18,,12,25.4,36.0,41.5,31.6
2010-11-19,,12,25.4,32.9,41.7,18.0
2010-11-20,,12,25.4,28.9,34.7,19.8
2010-11-21,,12,25.4,34.2,41.5,23.7
2010-11-22,,11,25.4,36.3,37.4,35.1
2010-11-23,,9,25.4,36.9,38.7,35.1
2010-11-24,,6,25.5,33.4,37.2,31.6
2010-11-25,,8,26.5,31.3,33.3,28.0
2010-11-26,,8,26.5,26.1,28.6,23.2
2010-11-27,,7,26.5,31.6,34.9,26.6
2010-11-28,,8,26.6,21.7,28.0,17.1
2010-11-29,,7,26.6,16.9,19.0,14.7
2010-11-30,,7,26.6,20.5,25.5,17.6
2010-12-01,,7,26.7,20.3,25.9,13.8
2010-12-02,,7,26.7,21.4,26.2,14.5
2010-12-03,,7,26.8,29.3,32.4,22.3
2010-12-04,,13,27.5,26.4,30.0,19.6
2010-12-05,,14,27.5,24.6,29.8,13.8
2010-12-06,,12,27.5,25.0,27.3,20.8
2010-12-07,,12,27.6,27.1,29.1,22.8
2010-12-08,,13,27.6,25.5,32.2,17.8
2010-12-09,,13,27.6,22.3,24.3,19.2
2010-12-10,,13,27.7,16.0,19.6,14.2
2010-12-11,,13,27.7,18.0,25.2,7.9
2010-12-12,,13,27.7,18.1,27.0,4.8
2010-12-13,,13,27.7,18.7,21.6,14.7
2010-12-14,,13,27.7,12.7,21.4,8.2
2010-12-15,,11,27.7,11.7,14.5,8.4
2010-12-16,,10,27.8,12.7,17.4,8.6
2010-12-17,,10,27.8,17.8,23.4,13.8
2010-12-18,,10,27.9,23.2,32.4,16.2
2010-12-19,,10,27.9,22.5,27.1,18.9
2010-12-20,,10,27.9,18.9,23.9,12.9
2010-12-21,,10,27.9,10.2,15.3,6.4
2010-12-22,,10,27.9,18.3,23.5,12.7
2010-12-23,,9,27.9,18.1,22.3,10.0
2010-12-24,,9,27.9,6.4,11.7,1.6
2010-12-25,,9,27.9,7.2,10.2,1.4
2010-12-26,,10,28.0,15.4,28.9,3.0
2010-12-27,,10,28.0,19.6,30.2,10.6
2010-12-28,,11,28.1,18.0,20.3,10.4
2010-12-29,,12,28.1,21.4,28.0,17.1
2010-12-30,,13,28.1,32.7,36.0,27.7
2010-12-31,,13,28.1,31.8,34.5,27.7
2011-01-01,,14,29.2,34.5,37.6,31.6
2011-01-02,,14,30.9,34.0,36.3,31.6
2011-01-03,,14,31.3,34.2,37.8,31.6
2011-01-04,,16,31.8,32.4,37.2,30.6
2011-01-05,,21,32.4,30.4,32.5,26.4
2011-01-06,,24,33.2,27.3,31.3,19.8
2011-01-07,,22,33.2,19.0,30.6,7.0
2011-01-08,,22,33.2,15.6,24.6,7.3
2011-01-09,,21,33.2,18.3,28.2,10.9
2011-01-10,,21,33.2,21.9,31.8,9.7
2011-01-11,,21,33.2,18.7,35.1,6.4
2011-01-12,,20,33.2,9.0,17.4,-0.8
2011-01-13,,20,33.2,9.9,19.2,-1.5
2011-01-14,,20,33.2,5.5,14.2,-2.4
2011-01-15,,20,33.2,2.8,8.4,-1.3
2011-01-16,,20,33.2,5.5,10.6,-1.3
2011-01-17,,20,33.2,13.8,20.1,0.7
2011-01-18,,24,33.7,5.0,23.4,-7.4
2011-01-19,,23,33.7,27.0,30.7,22.6
2011-01-20,,22,33.7,28.6,31.3,25.9
2011-01-21,,22,33.7,28.8,31.6,22.6
2011-01-22,,23,33.9,24.6,30.4,10.4
2011-01-23,,23,33.9,31.3,37.2,19.9
2011-01-24,,22,34.0,34.2,37.2,32.4
2011-01-25,,21,34.1,32.9,36.1,30.6
2011-01-26,,24,34.5,25.9,31.1,21.6
2011-01-27,,24,34.5,22.5,30.7,11.1
2011-01-28,,23,34.6,30.4,31.8,28.6
2011-01-29,,22,34.8,32.0,33.4,30.7
2011-01-30,,22,34.8,32.0,33.6,30.7
2011-01-31,,24,35.2,31.5,33.6,28.6
2011-02-01,,30,35.8,27.5,30.0,26.2
2011-02-02,,34,36.5,27.7,29.8,23.7
2011-02-03,,44,37.6,25.2,27.1,23.2
2011-02-04,,49,38.6,21.7,27.9,10.0
2011-02-05,,45,38.9,28.0,32.7,18.9
2011-02-06,,46,39.0,28.8,33.1,14.5
2011-02-07,,42,39.0,26.8,33.6,14.4
2011-02-08,,45,39.3,31.8,32.7,30.9
2011-02-09,,70,41.5,30.4,32.7,23.0
2011-02-10,,66,41.5,28.2,32.4,22.8
2011-02-11,,64,41.5,19.4,25.9,14.9
2011-02-12,,62,41.5,11.1,17.4,6.8
2011-02-13,,61,41.5,9.0,11.5,5.5
2011-02-14,,61,41.5,14.7,22.8,8.4
2011-02-15,,59,41.5,14.7,22.6,9.0
2011-02-16,,59,41.5,17.4,25.2,9.7
2011-02-17,,59,41.5,27.1,36.1,19.0
2011-02-18,,58,41.5,27.1,31.1,22.5
2011-02-19,,58,41.5,16.7,23.4,7.3
2011-02-20,,57,41.5,25.2,33.4,9.1
2011-02-21,,57,41.5,23.5,28.9,16.3
2011-02-22,,56,41.5,19.6,24.3,13.6
2011-02-23,,56,41.5,20.8,29.8,9.7
2011-02-24,,56,41.5,20.7,31.3,10.2
2011-02-25,,55,41.5,30.6,38.8,20.1
2011-02-26,,55,41.5,15.4,23.7,11.1
2011-02-27,,44,41.5,16.0,22.3,7.9
2011-02-28,,44,41.5,16.7,23.4,11.1
2011-03-01,,44,41.5,15.4,22.3,6.8
2011-03-02,,44,41.5,14.2,18.7,5.5
2011-03-03,,44,41.5,12.0,21.6,-2.4
2011-03-04,,44,41.5,16.5,25.3,6.4
2011-03-05,,44,41.5,15.8,34.2,0.9
2011-03-06,,44,41.5,33.3,38.8,28.6
2011-03-07,,44,41.5,29.8,34.7,18.1
2011-03-08,,44,41.5,24.6,39.6,11.7
2011-03-09,,44,41.5,18.5,36.0,5.5
2011-03-10,,46,41.7,9.9,27.1,-4.5
2011-03-11,,45,41.7,15.4,34.5,-1.3
2011-03-12,,45,41.7,13.3,31.5,0.1
2011-03-13,,45,41.7,15.3,32.5,4.8
2011-03-14,,43,41.7,14.4,39.9,1.9
2011-03-15,,43,41.7,19.2,26.2,7.3
2011-03-16,,44,41.8,29.5,36.1,19.8
2011-03-17,,45,41.9,28.8,32.7,21.9
2011-03-18,,44,41.9,25.2,35.2,12.9
2011-03-19,,44,41.9,25.9,32.4,15.1
2011-03-20,,45,42.0,29.1,30.4,24.1
2011-03-21,,48,42.2,29.3,31.8,27.3
2011-03-22,,48,42.2,29.7,31.8,27.1
2011-03-23,,53,42.7,30.2,33.4,27.3
2011-03-24,,52,42.7,29.7,32.5,22.3
2011-03-25,,52,42.7,25.5,43.2,16.2
2011-03-26,,52,42.7,25.2,32.2,11.8
2011-03-27,,51,42.7,26.1,36.0,14.0
2011-03-28,,51,42.7,25.2,40.8,9.9
2011-03-29,,57,43.2,32.4,35.4,31.6
2011-03-30,,60,43.5,34.2,54.1,28.8
2011-03-31,,57,43.5,30.6,35.4,26.8
2011-04-01,,56,43.5,29.1,34.0,24.3
2011-04-02,,55,43.5,30.4,32.0,26.1
2011-04-03,,55,43.5,33.3,35.1,31.1
2011-04-04,,55,43.5,32.5,35.1,30.0
2011-04-05,,73,45.2,26.4,30.9,21.6
2011-04-06,,75,45.4,22.8,29.3,16.5
2011-04-07,,73,45.4,30.6,33.3,25.0
2011-04-08,,75,45.6,30.6,32.9,24.8
2011-04-09,,76,45.7,28.6,42.3,16.5
2011-04-10,,75,45.7,29.1,38.5,25.0
2011-04-11,,81,46.3,27.0,31.3,19.4
2011-04-12,,79,46.3,30.4,45.0,22.1
2011-04-13,,76,46.3,27.7,36.0,18.7
2011-04-14,,76,46.3,27.7,37.8,17.8
2011-04-15,,75,46.3,32.4,47.5,20.5
2011-04-16,,75,46.3,34.2,43.7,26.4
2011-04-17,,73,46.3,33.6,40.6,23.5
2011-04-18,,72,46.3,35.6,43.2,27.3
2011-04-19,,71,46.3,34.5,51.4,24.4
2011-04-20,,70,46.3,30.7,35.1,22.3
2011-04-21,,70,46.3,32.4,33.6,30.4
2011-04-22,,70,46.3,32.9,36.7,30.9
2011-04-23,,73,46.6,34.7,37.9,32.7
2011-04-24,,72,46.7,33.4,35.1,32.4
2011-04-25,,72,46.7,33.3,35.2,31.8
2011-04-26,,70,46.7,32.7,35.2,28.6
2011-04-27,,69,46.7,35.2,53.8,22.8
2011-04-28,,69,46.7,31.8,35.2,25.9
2011-04-29,,68,46.7,33.1,35.6,31.6
2011-04-30,,70,46.9,32.4,34.3,30.9
2011-05-01,,72,47.1,33.6,39.4,27.9
2011-05-02,,70,47.1,34.9,51.8,28.8
2011-05-03,,70,47.1,33.3,35.2,31.3
2011-05-04,,69,47.1,35.6,47.1,30.6
2011-05-05,,67,47.1,34.9,47.1,25.9
2011-05-06,,66,47.1,40.1,52.2,31.6
2011-05-07,,65,47.1,36.1,40.3,29.8
2011-05-08,,64,47.1,34.3,36.1,32.9
2011-05-09,,63,47.3,35.8,38.7,33.1
2011-05-10,,61,47.3,40.6,46.6,34.9
2011-05-11,,58,47.3,37.6,43.0,32.5
2011-05-12,,57,47.3,39.0,51.1,33.1
2011-05-13,,56,47.5,38.1,49.3,27.3
2011-05-14,,55,47.5,34.9,37.2,32.2
2011-05-15,,55,47.9,34.2,36.7,31.8
2011-05-16,,54,47.9,34.9,36.5,33.1
2011-05-17,,52,47.9,35.2,38.1,32.9
2011-05-18,,51,47.9,36.7,39.4,33.6
2011-05-19,,49,47.9,35.2,37.2,33.1
2011-05-20,,47,48.7,36.0,37.6,33.8
2011-05-21,,46,50.5,36.3,38.7,33.8
2011-05-22,,43,50.5,36.7,38.5,34.9
2011-05-23,,41,50.5,37.8,39.2,36.0
2011-05-24,,40,50.5,37.8,40.6,34.9
2011-05-25,,37,50.5,40.1,45.3,35.1
2011-05-26,,35,50.5,43.9,49.6,38.7
2011-05-27,,32,50.5,45.9,57.2,38.1
2011-05-28,,29,50.5,40.5,44.2,35.6
2011-05-29,,27,50.5,44.1,51.6,35.1
2011-05-30,,24,50.5,50.5,62.1,41.5
2011-05-31,,20,50.5,40.3,44.4,37.6
2011-06-01,,18,50.6,42.3,45.3,39.4
2011-06-02,,11,50.6,45.5,52.5,39.4
2011-06-03,,7,50.7,38.5,41.2,35.2
2011-06-04,,3,52.6,37.8,40.1,35.1
2011-06-05,,0,52.7,39.7,45.1,33.4
2011-06-06,,0,52.7,41.0,49.3,29.8
2011-06-07,,0,52.7,40.6,44.4,37.9
2011-06-08,,0,52.7,40.6,43.0,38.7
2011-06-09,,0,52.7,41.4,46.2,36.7
2011-06-10,,0,52.7,40.5,43.2,38.7
2011-06-11,,0,52.8,40.6,43.2,37.9
2011-06-12,,0,52.8,43.3,48.9,39.2
2011-06-13,,0,52.8,43.5,47.8,39.9
2011-06-14,,0,52.8,43.5,48.4,40.1
2011-06-15,,0,52.8,42.3,48.4,38.7
2011-06-16,,0,52.8,45.0,52.2,38.5
2011-06-17,,0,52.8,47.1,56.7,35.6
2011-06-18,,0,52.8,46.9,57.0,32.4
2011-06-19,,0,52.9,46.9,52.2,42.3
2011-06-20,,0,52.9,45.1,48.0,43.2
2011-06-21,,0,52.9,48.6,56.1,42.3
2011-06-22,,0,52.9,48.9,56.1,39.4
2011-06-23,,0,52.9,49.1,58.8,33.6
2011-06-24,,0,52.9,51.3,61.5,43.0
2011-06-25,,0,52.9,47.3,52.2,43.7
2011-06-26,,0,52.9,47.5,51.3,43.3
2011-06-27,,0,53.1,45.0,47.5,42.8
2011-06-28,,0,53.6,46.0,51.6,41.2
2011-06-29,,0,53.6,48.7,58.6,40.6
2011-06-30,,0,53.6,49.3,57.7,42.1
2011-07-01,,0,53.6,48.6,57.9,41.2
2011-07-02,,0,53.7,45.9,48.9,41.9
2011-07-03,,0,53.7,48.4,59.4,34.2
2011-07-04,,0,53.7,50.5,58.1,42.3
2011-07-05,,0,53.7,52.0,63.5,36.1
2011-07-06,,0,53.7,51.1,59.5,43.7
2011-07-07,,0,53.8,46.4,51.3,43.3
2011-07-08,,0,53.8,45.9,53.2,42.4
2011-07-09,,0,53.9,45.9,49.3,43.0
2011-07-10,,0,53.9,47.7,52.9,43.9
2011-07-11,,0,53.9,47.8,52.2,45.0
2011-07-12,,0,53.9,51.3,57.7,41.9
2011-07-13,,0,53.9,50.9,63.0,38.7
2011-07-14,,0,53.9,52.0,59.9,45.0
2011-07-15,,0,53.9,54.9,66.9,43.0
2011-07-16,,0,53.9,54.0,64.0,38.5
2011-07-17,,0,53.9,50.4,54.7,47.1
2011-07-18,,0,54.0,50.7,57.2,43.5
2011-07-19,,0,54.0,53.2,61.5,43.9
2011-07-20,,0,54.0,54.0,65.5,37.2
2011-07-21,,0,54.0,52.0,57.6,46.9
2011-07-22,,0,54.0,55.6,68.2,46.6
2011-07-23,,0,54.0,51.8,56.3,48.9
2011-07-24,,0,54.5,48.0,52.0,45.0
2011-07-25,,0,54.7,47.8,55.6,43.5
2011-07-26,,0,54.7,49.3,54.9,43.9
2011-07-27,,0,54.9,50.7,59.2,45.5
2011-07-28,,0,54.9,51.3,62.4,37.9
2011-07-29,,0,54.9,53.4,65.7,38.3
2011-07-30,,0,54.9,53.1,62.4,40.8
2011-07-31,,0,54.9,49.8,57.4,39.4
2011-08-01,,0,54.9,50.0,52.5,46.9
2011-08-02,,0,55.2,51.8,54.1,50.2
2011-08-03,,0,57.5,50.5,54.7,46.2
2011-08-04,,0,57.8,47.7,49.8,45.7
2011-08-05,,0,58.2,46.0,50.7,39.4
2011-08-06,,0,58.2,44.8,51.8,34.9
2011-08-07,,0,58.2,46.6,52.5,36.0
2011-08-08,,0,58.2,45.7,55.0,35.6
2011-08-09,,0,58.2,47.5,53.2,43.3
2011-08-10,,0,58.2,50.4,57.7,37.2
2011-08-11,,0,58.4,57.4,62.4,47.7
2011-08-12,,0,58.4,56.5,67.1,48.4
2011-08-13,,0,58.4,52.0,61.3,47.5
2011-08-14,,0,58.4,53.1,60.4,48.0
2011-08-15,,0,58.4,51.8,57.2,47.7
2011-08-16,,0,58.4,56.1,67.1,45.3
2011-08-17,,0,58.4,52.2,55.9,48.9
2011-08-18,,0,58.5,49.1,51.6,47.8
2011-08-19,,0,59.0,50.4,53.4,48.4
2011-08-20,,0,60.4,48.7,50.4,46.0
2011-08-21,,0,61.0,50.2,57.7,43.5
2011-08-22,,0,61.0,50.2,56.8,45.5
2011-08-23,,0,61.0,45.1,48.0,42.4
2011-08-24,,0,61.7,46.6,49.8,43.0
2011-08-25,,0,61.8,47.8,51.1,46.0
2011-08-26,,0,62.7,51.1,58.3,45.5
2011-08-27,,0,62.7,46.8,51.4,41.4
2011-08-28,,0,63.3,48.6,59.9,37.6
2011-08-29,,0,63.4,48.0,59.5,34.7
2011-08-30,,0,63.4,48.6,51.1,46.4
2011-08-31,,0,63.4,47.5,49.3,45.5
2011-09-01,,0,64.2,49.6,56.7,44.2
2011-09-02,,0,64.2,47.8,52.5,43.9
2011-09-03,,0,64.5,45.1,49.8,42.6
2011-09-04,,0,64.6,44.4,47.1,43.0
2011-09-05,,0,65.5,46.8,53.6,42.8
2011-09-06,,0,67.1,46.0,48.0,42.4
2011-09-07,,0,68.6,47.1,48.7,45.3
2011-09-08,,0,71.4,45.9,48.6,39.7
2011-09-09,,0,73.2,47.3,56.3,41.2
2011-09-10,,0,73.2,45.7,49.3,42.8
2011-09-11,,0,73.2,45.9,48.9,41.2
2011-09-12,,0,73.2,45.5,51.6,43.3
2011-09-13,,0,73.2,47.7,50.4,45.0
2011-09-14,,0,74.4,45.0,46.6,43.5
2011-09-15,,0,75.3,44.1,45.5,42.3
2011-09-16,,0,77.4,42.1,45.5,38.8
2011-09-17,,0,77.7,42.1,45.3,37.8
2011-09-18,,0,77.7,41.5,48.4,32.5
2011-09-19,,0,77.9,45.0,50.2,40.6
2011-09-20,,0,81.1,43.9,46.2,42.1
2011-09-21,,0,82.8,44.4,49.8,39.9
2011-09-22,,0,83.7,41.5,46.0,35.6
2011-09-23,,0,84.8,41.9,51.1,30.9
2011-09-24,,0,84.8,40.6,44.8,37.6
2011-09-25,,0,85.9,41.7,52.5,33.3
2011-09-26,,0,86.1,39.4,48.6,30.7
2011-09-27,,0,86.1,40.8,48.9,31.6
2011-09-28,,0,86.1,40.8,46.9,37.2
2011-09-29,,0,86.1,38.5,44.1,32.5
2011-09-30,,0,86.1,36.1,42.3,26.6
2011-10-01,,0,0.0,39.7,42.4,37.9
2011-10-02,,0,2.0,37.6,41.2,32.0
2011-10-03,,0,4.1,38.1,42.1,32.9
2011-10-04,,0,5.1,40.5,46.9,29.8
2011-10-05,,0,5.3,37.4,40.6,28.8
2011-10-06,,0,5.9,38.8,40.5,36.9
2011-10-07,,0,6.5,39.0,44.1,36.1
2011-10-08,,0,6.5,38.5,45.3,35.1
2011-10-09,,0,6.5,36.7,46.0,27.3
2011-10-10,,0,6.5,35.4,45.0,23.9
2011-10-11,,0,6.5,37.6,40.3,35.8
2011-10-12,,0,6.5,35.8,39.0,33.1
2011-10-13,,0,7.3,37.8,43.3,31.5
2011-10-14,,0,7.3,41.2,44.2,36.3
2011-10-15,,0,10.7,39.4,42.6,36.5
2011-10-16,,0,11.0,37.6,40.6,34.5
2011-10-17,,0,11.1,35.8,40.8,32.7
2011-10-18,,0,11.1,33.8,38.5,26.4
2011-10-19,,0,11.1,30.6,38.1,20.8
2011-10-20,,0,11.1,35.4,38.8,31.5
2011-10-21,,0,12.2,35.2,37.9,32.5
2011-10-22,,0,13.6,35.8,43.0,29.5
2011-10-23,,0,13.6,37.9,44.8,32.9
2011-10-24,,0,13.7,39.4,42.3,32.7
2011-10-25,,0,16.3,36.5,39.6,33.1
2011-10-26,,0,19.8,34.2,38.7,28.9
2011-10-27,,0,20.1,34.0,36.7,30.7
2011-10-28,,1,20.1,35.1,39.6,28.4
2011-10-29,,1,20.1,34.3,40.5,30.7
2011-10-30,,1,20.3,30.0,34.0,24.4
2011-10-31,,1,20.7,28.4,32.2,22.5
2011-11-01,,2,20.7,24.4,27.0,21.7
2011-11-02,,1,20.8,25.5,29.7,22.5
2011-11-03,,0,20.8,29.1,32.5,19.9
2011-11-04,,7,21.0,34.0,36.7,30.4
2011-11-05,,6,21.0,28.9,33.1,26.2
2011-11-06,,7,21.1,29.1,32.2,24.8
2011-11-07,,11,21.7,20.5,28.6,15.8
2011-11-08,,9,21.8,17.4,22.8,12.9
2011-11-09,,6,21.9,26.1,32.4,14.5
2011-11-10,,5,21.9,30.4,34.0,26.8
2011-11-11,,6,22.2,28.0,30.6,25.5
2011-11-12,,10,22.2,31.3,35.4,27.7
2011-11-13,,5,22.3,22.8,27.9,19.4
2011-11-14,,5,22.7,20.8,24.6,14.2
2011-11-15,,9,22.8,10.0,19.4,2.8
2011-11-16,,9,22.8,7.9,9.9,5.2
2011-11-17,,8,22.8,10.6,19.6,5.7
2011-11-18,,7,22.8,9.1,14.7,5.5
2011-11-19,,7,22.8,15.6,25.2,5.5
2011-11-20,,7,22.8,21.0,25.2,12.2
2011-11-21,,8,22.8,11.1,19.8,1.8
2011-11-22,,7,22.8,3.7,10.6,0.3
2011-11-23,,7,22.8,13.8,16.2,10.6
2011-11-24,,7,22.9,15.4,17.2,11.3
2011-11-25,,7,23.0,11.1,12.2,9.5
2011-11-26,,7,23.0,8.1,11.1,-3.3
2011-11-27,,6,23.0,23.5,30.7,-1.3
2011-11-28,,10,23.0,20.3,24.1,5.9
2011-11-29,,9,23.2,20.8,31.8,2.5
2011-11-30,,14,23.4,33.4,37.0,31.5
2011-12-01,,13,24.3,29.1,33.1,24.3
2011-12-02,,12,24.4,32.0,35.2,23.7
2011-12-03,,13,24.9,34.2,36.7,30.4
2011-12-04,,13,25.6,34.0,38.5,29.1
2011-12-05,,12,27.3,27.3,30.7,25.3
2011-12-06,,12,27.3,27.0,31.5,19.8
2011-12-07,,12,27.3,30.7,31.8,29.1
2011-12-08,,14,27.3,32.4,33.3,30.9
2011-12-09,,15,27.6,29.7,33.4,24.6
2011-12-10,,15,27.6,27.1,35.4,10.8
2011-12-11,,15,27.6,33.1,36.3,31.5
2011-12-12,,23,28.6,28.9,31.8,20.8
2011-12-13,,22,28.9,19.4,26.4,10.4
2011-12-14,,22,28.9,28.8,32.4,21.6
2011-12-15,,22,28.9,31.3,33.4,29.1
2011-12-16,,28,29.9,31.6,33.3,29.1
2011-12-17,,31,30.4,32.2,35.8,30.4
2011-12-18,,37,31.2,33.1,35.6,28.9
2011-12-19,,39,32.0,26.8,30.2,20.5
2011-12-20,,40,32.2,29.8,35.8,18.9
2011-12-21,,45,32.9,23.2,30.9,9.0
2011-12-22,,44,33.0,21.7,27.5,9.9
2011-12-23,,43,33.0,12.7,20.8,-1.1
2011-12-24,,43,33.0,8.8,12.7,-0.9
2011-12-25,,43,33.0,7.7,14.9,-1.5
2011-12-26,,43,33.0,13.5,18.5,10.0
2011-12-27,,44,33.1,7.3,14.4,0.0
2011-12-28,,44,33.3,8.2,9.9,5.5
2011-12-29,,43,33.5,9.1,11.5,5.2
2011-12-30,,43,33.5,2.8,7.2,-2.6
2011-12-31,,44,33.5,1.4,4.8,-8.3
2012-01-01,,43,33.5,1.6,13.6,-2.7
2012-01-02,,42,33.5,9.9,19.9,-0.8
2012-01-03,,42,33.5,6.6,11.3,2.8
2012-01-04,,42,33.5,9.1,14.5,3.4
2012-01-05,,42,33.5,17.8,25.2,5.9
2012-01-06,,45,33.7,6.8,15.8,1.6
2012-01-07,,46,33.7,8.2,15.6,3.4
2012-01-08,,50,33.9,10.8,15.6,3.9
2012-01-09,,54,34.4,12.6,24.6,7.0
2012-01-10,,58,34.8,29.3,35.1,23.7
2012-01-11,,78,36.5,28.8,34.9,14.2
2012-01-12,,80,36.8,8.6,14.2,5.4
2012-01-13,,74,36.8,9.3,13.3,7.9
2012-01-14,,71,36.8,9.3,19.8,2.5
2012-01-15,,70,36.8,14.7,25.5,7.0
2012-01-16,,69,36.8,17.1,23.4,6.4
2012-01-17,,69,36.8,-3.3,7.3,-11.4
2012-01-18,,68,36.8,-6.0,2.7,-17.0
2012-01-19,,68,36.8,1.8,14.5,-14.8
2012-01-20,,68,36.8,8.2,20.7,-0.9
2012-01-21,,68,36.8,9.9,18.3,5.2
2012-01-22,,67,36.8,14.2,23.0,3.9
2012-01-23,,74,37.6,18.5,24.6,10.0
2012-01-24,,73,37.6,13.6,21.0,5.7
2012-01-25,,72,37.6,0.9,9.9,-3.8
2012-01-26,,73,37.7,0.0,1.9,-2.6
2012-01-27,,71,37.7,-0.9,1.6,-6.3
2012-01-28,,71,37.7,-3.6,8.6,-14.6
2012-01-29,,71,37.7,10.2,20.3,1.6
2012-01-30,,71,37.7,22.3,25.9,16.3
2012-01-31,,71,37.7,22.3,27.1,17.2
2012-02-01,,71,37.7,30.6,33.3,25.3
2012-02-02,,91,39.2,26.8,30.7,13.8
2012-02-03,,88,39.2,11.1,15.1,6.8
2012-02-04,,86,39.2,19.0,27.7,1.9
2012-02-05,,87,39.3,32.7,37.4,27.7
2012-02-06,,92,39.6,36.7,38.7,34.3
2012-02-07,,82,39.6,34.2,36.9,28.2
2012-02-08,,81,39.6,34.5,39.7,31.6
2012-02-09,,80,39.6,30.6,32.4,26.8
2012-02-10,,84,40.0,30.6,33.3,26.8
2012-02-11,,86,40.2,31.6,33.4,30.6
2012-02-12,,90,40.9,30.7,31.8,28.9
2012-02-13,,92,41.2,30.6,34.0,26.4
2012-02-14,,100,42.1,25.5,30.2,14.9
2012-02-15,,97,42.1,29.8,31.6,28.0
2012-02-16,,99,42.6,30.9,31.8,29.8
2012-02-17,,111,43.0,29.1,30.9,22.5
2012-02-18,,112,43.5,29.1,30.4,27.7
2012-02-19,,114,44.0,30.4,33.6,25.7
2012-02-20,,112,44.0,28.8,35.1,25.0
2012-02-21,,116,44.0,27.0,29.1,25.0
2012-02-22,,113,44.5,25.7,35.4,20.3
2012-02-23,,114,44.5,19.0,21.7,16.7
2012-02-24,,112,44.5,16.2,19.8,5.9
2012-02-25,,111,44.5,19.4,28.6,3.0
2012-02-26,,112,44.7,28.9,30.6,23.5
2012-02-27,,116,44.7,24.3,28.9,12.0
2012-02-28,,115,44.7,12.4,15.4,9.0
2012-02-29,,120,44.8,10.9,18.9,4.3
2012-03-01,,119,44.8,21.9,25.3,16.7
2012-03-02,,119,45.1,19.0,25.5,8.4
2012-03-03,,119,45.2,14.0,23.2,8.1
2012-03-04,,118,45.2,13.6,17.4,10.0
2012-03-05,,116,45.2,17.4,25.9,5.7
2012-03-06,,116,45.2,26.4,31.8,23.5
2012-03-07,,116,45.2,17.1,28.2,3.6
2012-03-08,,115,45.2,12.0,16.7,2.7
2012-03-09,,114,45.2,13.3,19.9,8.6
2012-03-10,,115,45.2,12.2,13.8,8.4
2012-03-11,,113,45.2,12.0,15.1,8.8
2012-03-12,,112,45.2,12.9,23.2,4.8
2012-03-13,,112,45.2,22.6,26.1,14.7
